2020-01-30,浙江省,绍兴市,330600,1422,39,21267,0,10129,83,0,2137,5737,23,0,0,0,68624,9079,59545,1
2020-01-30,浙江省,金华市,330700,11698,26,18073,0,18992,58,0,2137,5737,27,0,0,0,68624,9079,59545,1
2020-01-30,浙江省,衢州市,330800,461,21,1345,0,3848,40,0,2137,5737,12,0,0,0,68624,9079,59545,1
2020-01-30,浙江省,舟山市,330900,137,5,3113,0,2398,98,0,2137,5737,7,0,1,0,68624,9079,59545,1
2020-01-30,浙江省,台州市,331000,1606,10,5790,0,9543,175,0,2137,5737,81,0,0,0,68624,9079,59545,1
2020-01-30,浙江省,丽水市,331100,286,3,913,0,3206,13,12421,2137,5737,7,0,1,0,68624,9079,59545,1
2020-01-30,安徽省,合肥市,340100,1110,176,12829,937,34093,147,32412,2599,6324,50,4,1,0,68624,9079,59545,1
2020-01-30,安徽省,芜湖市,340200,279,178,2101,254,5266,119,7054,2599,6324,14,2,0,0,68624,9079,59545,1
2020-01-30,安徽省,蚌埠市,340300,206,137,1263,269,3959,36,7722,2599,6324,15,1,0,0,68624,9079,59545,1
2020-01-30,安徽省,淮南市,340400,134,31,865,126,3679,12,3900,2599,6324,6,0,0,0,68624,9079,59545,1
2020-01-30,安徽省,马鞍山市,340500,154,40,1487,77,3644,24,3983,2599,6324,14,5,0,0,68624,9079,59545,1
2020-01-30,安徽省,淮北市,340600,99,23,1528,77,2861,8,4243,2599,6324,2,2,0,0,68624,9079,59545,1
2020-01-30,安徽省,铜陵市,340700,184,91,1208,122,1688,43,2738,2599,6324,14,2,0,0,68624,9079,59545,1
2020-01-30,安徽省,安庆市,340800,4786,1916,1940,6048,5621,152,10242,2599,6324,18,26,0,0,68624,9079,59545,1
2020-01-30,安徽省,黄山市,341000,62,27,384,52,1527,28,3502,2599,6324,9,0,0,0,68624,9079,59545,1
2020-01-30,安徽省,滁州市,341100,958,460,1303,811,3918,62,5571,2599,6324,4,4,0,0,68624,9079,59545,1
2020-01-30,安徽省,阜阳市,341200,913,180,1528,493,8488,97,12411,2599,6324,38,1,0,0,68624,9079,59545,1
2020-01-30,安徽省,宿州市,341300,234,101,1175,226,4370,23,4577,2599,6324,10,2,0,0,68624,9079,59545,1
2020-01-30,安徽省,六安市,341500,320,153,927,288,2530,32,4771,2599,6324,9,10,1,0,68624,9079,59545,1
2020-01-30,安徽省,亳州市,341600,358,98,619,163,4442,8,6971,2599,6324,20,7,1,0,68624,9079,59545,1
2020-01-30,安徽省,池州市,341700,176,55,405,121,1306,16,1975,2599,6324,4,0,0,0,68624,9079,59545,1
2020-01-30,安徽省,宣城市,341800,185,90,637,144,2665,37,3655,2599,6324,4,0,0,0,68624,9079,59545,1
2020-01-30,福建省,福州市,350100,332,5,22973,148,21296,97,48332,3238,3941,32,46,0,0,68624,9079,59545,1
2020-01-30,福建省,厦门市,350200,450,1,53751,175,21383,30,136968,3238,3941,13,7,0,0,68624,9079,59545,1
2020-01-30,福建省,莆田市,350300,517,33,5462,95,5832,4,22441,3238,3941,22,19,0,0,68624,9079,59545,1
2020-01-30,福建省,三明市,350400,64,12,2812,56,2292,13,8075,3238,3941,10,10,0,0,68624,9079,59545,1
2020-01-30,福建省,泉州市,350500,3897,322,17847,2091,11468,114,61222,3238,3941,22,7,0,0,68624,9079,59545,1
2020-01-30,福建省,漳州市,350600,331,9,1816,90,3981,68,13297,3238,3941,8,5,0,0,68624,9079,59545,1
2020-01-30,福建省,南平市,350700,151,10,1176,61,2335,13,6712,3238,3941,3,14,0,0,68624,9079,59545,1
2020-01-30,福建省,龙岩市,350800,135,4,2223,64,2969,5,12245,3238,3941,1,2,0,0,68624,9079,59545,1
2020-01-30,福建省,宁德市,350900,109,6,1518,106,3032,4,15093,3238,3941,9,5,0,0,68624,9079,59545,1
2020-01-30,江西省,南昌市,360100,149,38,5258,158,23476,19,19420,4818,4648,67,0,1,0,68624,9079,59545,1
2020-01-30,江西省,景德镇市,360200,90,29,384,37,1032,3,1370,4818,4648,3,0,1,0,68624,9079,59545,1
2020-01-30,江西省,萍乡市,360300,67,11,584,29,2256,42,2854,4818,4648,8,0,1,0,68624,9079,59545,1
2020-01-30,江西省,九江市,360400,363,30,2818,194,8145,111,10875,4818,4648,42,0,0,0,68624,9079,59545,1
2020-01-30,江西省,新余市,360500,29,9,1847,29,3669,4,4305,4818,4648,28,0,2,0,68624,9079,59545,1
2020-01-30,江西省,鹰潭市,360600,59,3,362,36,1332,5,2632,4818,4648,4,0,0,0,68624,9079,59545,1
2020-01-30,江西省,赣州市,360700,185,23,1491,123,6615,24,13687,4818,4648,27,0,0,0,68624,9079,59545,1
2020-01-30,江西省,吉安市,360800,129,24,1421,115,6040,9,7009,4818,4648,8,0,1,0,68624,9079,59545,1
2020-01-30,江西省,宜春市,360900,139,16,1729,138,14831,182,8060,4818,4648,26,0,0,0,68624,9079,59545,1
2020-01-30,江西省,抚州市,361000,89,36,682,198,3952,15,3439,4818,4648,15,0,0,0,68624,9079,59545,1
2020-01-30,江西省,上饶市,361100,202,37,2337,151,5738,15,7978,4818,4648,12,0,1,0,68624,9079,59545,1
2020-01-30,山东省,济南市,370100,1489,60,35705,1004,54490,217,61139,1622,10047,16,10,0,0,68624,9079,59545,1
2020-01-30,山东省,青岛市,370200,3731,321,46440,1687,41435,279,82282,1622,10047,21,36,1,0,68624,9079,59545,1
2020-01-30,山东省,淄博市,370300,419,31,6852,521,12956,573,28595,1622,10047,8,2,0,0,68624,9079,59545,1
2020-01-30,山东省,枣庄市,370400,302,36,8777,162,7092,56,16717,1622,10047,9,7,0,0,68624,9079,59545,1
2020-01-30,山东省,烟台市,370600,1060,80,12185,442,18773,138,26387,1622,10047,18,0,0,0,68624,9079,59545,1
2020-01-30,山东省,潍坊市,370700,2793,373,12083,3045,19972,231,46475,1622,10047,8,1,0,0,68624,9079,59545,1
2020-01-30,山东省,济宁市,370800,661,63,8198,354,15048,114,32403,1622,10047,8,2,0,0,68624,9079,59545,1
2020-01-30,山东省,泰安市,370900,262,21,4029,333,10147,120,17332,1622,10047,3,8,0,0,68624,9079,59545,1
2020-01-30,山东省,威海市,371000,355,29,4497,201,8704,32,14299,1622,10047,19,3,0,0,68624,9079,59545,1
2020-01-30,山东省,日照市,371100,215,27,3048,187,4712,121,13917,1622,10047,9,0,0,0,68624,9079,59545,1
2020-01-30,山东省,临沂市,371300,1396,132,4647,721,14395,194,20493,1622,10047,20,2,0,0,68624,9079,59545,1
2020-01-30,山东省,德州市,371400,284,52,2700,525,6843,108,18783,1622,10047,16,3,1,0,68624,9079,59545,1
2020-01-30,山东省,聊城市,371500,352,55,3739,340,8236,100,24280,1622,10047,7,3,0,0,68624,9079,59545,1
2020-01-30,山东省,滨州市,371600,195,33,4052,489,6451,131,10371,1622,10047,9,1,0,0,68624,9079,59545,1
2020-01-30,山东省,菏泽市,371700,546,87,2953,365,9532,117,21150,1622,10047,7,12,0,0,68624,9079,59545,1
2020-01-30,河南省,郑州市,410100,1960,87,23591,637,58752,72,40242,4903,9605,50,0,0,0,68624,9079,59545,1
2020-01-30,河南省,开封市,410200,87,27,1909,108,5505,19,5200,4903,9605,6,0,0,0,68624,9079,59545,1
2020-01-30,河南省,洛阳市,410300,125,17,4287,129,9667,661,16060,4903,9605,3,0,0,0,68624,9079,59545,1
2020-01-30,河南省,平顶山市,410400,66,22,2171,82,5210,22,10605,4903,9605,10,0,0,0,68624,9079,59545,1
2020-01-30,河南省,安阳市,410500,484,53,1513,507,7414,33,7087,4903,9605,20,0,0,0,68624,9079,59545,1
2020-01-30,河南省,鹤壁市,410600,133,28,600,54,1649,12,4130,4903,9605,6,0,0,0,68624,9079,59545,1
2020-01-30,河南省,新乡市,410700,449,217,2233,2257,10400,34,12085,4903,9605,15,0,0,0,68624,9079,59545,1
2020-01-30,河南省,焦作市,410800,76,18,810,97,3403,37,3372,4903,9605,2,0,0,0,68624,9079,59545,1
2020-01-30,河南省,濮阳市,410900,158,39,931,165,4001,161,5327,4903,9605,3,0,0,0,68624,9079,59545,1
2020-01-30,河南省,许昌市,411000,75,12,1353,84,4370,33,5087,4903,9605,8,0,0,0,68624,9079,59545,1
2020-01-30,河南省,漯河市,411100,41,18,847,55,2729,11,17448,4903,9605,13,0,0,0,68624,9079,59545,1
2020-01-30,河南省,三门峡市,411200,21,4,397,26,1528,10,2739,4903,9605,6,0,0,0,68624,9079,59545,1
2020-01-30,河南省,南阳市,411300,106,15,1654,130,8690,25,9327,4903,9605,61,0,0,1,68624,9079,59545,1
2020-01-30,河南省,商丘市,411400,170,52,1526,173,6183,12,13902,4903,9605,27,0,0,0,68624,9079,59545,1
2020-01-30,河南省,信阳市,411500,96,40,575,94,3740,7,3573,4903,9605,49,0,0,0,68624,9079,59545,1
2020-01-30,河南省,周口市,411600,207,34,2431,681,14304,21,21491,4903,9605,36,0,0,0,68624,9079,59545,1
2020-01-30,河南省,驻马店市,411700,97,22,796,102,5393,15,6242,4903,9605,30,0,0,0,68624,9079,59545,1
2020-01-30,湖北省,武汉市,420100,371,40,18065,990,39744,126,31410,2804,5917,2639,0,0,159,68624,9079,59545,1
2020-01-30,湖北省,黄石市,420200,38,10,1217,33,3064,5,3426,2804,5917,168,0,0,1,68624,9079,59545,1
2020-01-30,湖北省,十堰市,420300,52,6,2133,32,4671,9,3352,2804,5917,150,0,0,0,68624,9079,59545,1
2020-01-30,湖北省,宜昌市,420500,88,18,3046,121,6857,31,10098,2804,5917,167,0,0,1,68624,9079,59545,1
2020-01-30,湖北省,襄阳市,420600,193,15,2491,93,5430,27,6208,2804,5917,286,0,0,0,68624,9079,59545,1
2020-01-30,湖北省,鄂州市,420700,18,5,579,29,1250,6,1961,2804,5917,189,0,0,6,68624,9079,59545,1
2020-01-30,湖北省,荆门市,420800,41,9,726,60,2959,105,2690,2804,5917,227,0,0,5,68624,9079,59545,1
2020-01-30,湖北省,孝感市,420900,135,10,952,254,4239,25,3236,2804,5917,541,0,0,9,68624,9079,59545,1
2020-01-30,湖北省,荆州市,421000,189,32,1348,253,4630,31,4230,2804,5917,221,0,0,3,68624,9079,59545,1
2020-01-30,湖北省,黄冈市,421100,98,11,1482,86,4740,15,8367,2804,5917,573,0,0,12,68624,9079,59545,1
2020-01-30,湖北省,咸宁市,421200,99,13,925,162,5164,31,4150,2804,5917,166,0,0,0,68624,9079,59545,1
2020-01-30,湖北省,随州市,421300,32,4,372,34,1573,4,2957,2804,5917,228,0,0,0,68624,9079,59545,1
2020-01-30,湖北省,恩施土家族苗族自治州,422800,39,4,721,25,4403,8,6028,2804,5917,75,0,0,0,68624,9079,59545,1
2020-01-30,湖南省,长沙市,430100,50,40,14019,99,35101,57,106739,3174,6899,68,0,1,0,68624,9079,59545,1
2020-01-30,湖南省,株洲市,430200,568,7,2104,43,4782,23,8006,3174,6899,19,0,0,0,68624,9079,59545,1
2020-01-30,湖南省,湘潭市,430300,19,7,2000,22,2564,9,6208,3174,6899,10,0,0,0,68624,9079,59545,1
2020-01-30,湖南省,衡阳市,430400,74,0,1026,39,5247,15,14164,3174,6899,25,0,0,0,68624,9079,59545,1
2020-01-30,湖南省,邵阳市,430500,51,10,905,65,4434,14,4662,3174,6899,36,0,0,0,68624,9079,59545,1
2020-01-30,湖南省,岳阳市,430600,53,11,1576,46,4940,79,14939,3174,6899,37,0,0,0,68624,9079,59545,1
2020-01-30,湖南省,常德市,430700,68,7,1470,33,3844,27,16516,3174,6899,37,0,0,0,68624,9079,59545,1
2020-01-30,湖南省,张家界市,430800,3,3,290,1,1116,1,2144,3174,6899,1,0,0,0,68624,9079,59545,1
2020-01-30,湖南省,益阳市,430900,58,9,693,71,3704,26,5196,3174,6899,20,0,0,0,68624,9079,59545,1
2020-01-30,湖南省,郴州市,431000,37,9,812,21,3686,10,6522,3174,6899,12,0,1,0,68624,9079,59545,1
2020-01-30,湖南省,永州市,431100,100,14,801,59,4183,7,10004,3174,6899,16,0,0,0,68624,9079,59545,1
2020-01-30,湖南省,怀化市,431200,43,9,490,23,3536,4,5268,3174,6899,26,0,0,0,68624,9079,59545,1
2020-01-30,湖南省,娄底市,431300,60,7,942,20,3032,10,2355,3174,6899,20,0,0,0,68624,9079,59545,1
2020-01-30,湖南省,湘西土家族苗族自治州,433100,17,4,300,10,1686,5,2605,3174,6899,5,0,0,0,68624,9079,59545,1
2020-01-30,广东省,广州市,440100,131,3,39952,1062,75125,157,383636,3469,11346,106,0,0,0,68624,9079,59545,1
2020-01-30,广东省,韶关市,440200,133,6,581,34,2549,12,2962,3469,11346,4,0,0,0,68624,9079,59545,1
2020-01-30,广东省,深圳市,440300,14371,803,63506,4954,87865,295,117277,3469,11346,110,0,2,0,68624,9079,59545,1
2020-01-30,广东省,珠海市,440400,433,20,5422,98,6769,35,8204,3469,11346,26,0,0,0,68624,9079,59545,1
2020-01-30,广东省,汕头市,440500,619,71,8452,433,6263,77,6943,3469,11346,12,0,0,0,68624,9079,59545,1
2020-01-30,广东省,佛山市,440600,821,63,6532,715,11424,151,41437,3469,11346,32,0,0,0,68624,9079,59545,1
2020-01-30,广东省,江门市,440700,187,53,2263,433,5277,44,37805,3469,11346,1,0,0,0,68624,9079,59545,1
2020-01-30,广东省,湛江市,440800,180,8,1821,31,5425,23,4462,3469,11346,11,0,0,0,68624,9079,59545,1
2020-01-30,广东省,茂名市,440900,125,8,747,42,4164,112,6432,3469,11346,3,0,0,0,68624,9079,59545,1
2020-01-30,广东省,肇庆市,441200,139,27,886,81,3640,18,3703,3469,11346,6,0,0,0,68624,9079,59545,1
2020-01-30,广东省,惠州市,441300,930,121,4646,439,9141,39,6237,3469,11346,17,0,0,0,68624,9079,59545,1
2020-01-30,广东省,梅州市,441400,103,7,851,45,3720,11,4762,3469,11346,5,0,0,0,68624,9079,59545,1
2020-01-30,广东省,汕尾市,441500,87,13,297,31,1099,3,3439,3469,11346,3,0,0,0,68624,9079,59545,1
2020-01-30,广东省,河源市,441600,99,27,2554,47,3184,15,3607,3469,11346,1,0,0,0,68624,9079,59545,1
2020-01-30,广东省,阳江市,441700,74,10,492,39,2351,3,2214,3469,11346,10,0,0,0,68624,9079,59545,1
2020-01-30,广东省,清远市,441800,54,7,389,21,2435,22,4222,3469,11346,6,0,0,0,68624,9079,59545,1
2020-01-30,广东省,东莞市,441900,4645,565,17611,2282,22332,232,16175,3469,11346,16,0,0,0,68624,9079,59545,1
2020-01-30,广东省,中山市,442000,585,74,2661,334,10952,41,5657,3469,11346,18,0,0,0,68624,9079,59545,1
2020-01-30,广东省,揭阳市,445200,231,64,1284,137,2712,40,2890,3469,11346,6,0,0,0,68624,9079,59545,1
2020-01-30,广西壮族自治区,南宁市,450100,286,26,17099,162,37863,44,32002,2025,4926,16,0,0,0,68624,9079,59545,1
2020-01-30,广西壮族自治区,柳州市,450200,105,7,4053,40,6270,43,5842,2025,4926,11,0,0,0,68624,9079,59545,1
2020-01-30,广西壮族自治区,桂林市,450300,28,5,1234,22,6830,12,5756,2025,4926,18,0,0,0,68624,9079,59545,1
2020-01-30,广西壮族自治区,梧州市,450400,44,1,1119,8,2813,9,4772,2025,4926,4,0,1,0,68624,9079,59545,1
2020-01-30,广西壮族自治区,北海市,450500,15,2,1202,8,2267,16,2328,2025,4926,17,0,0,0,68624,9079,59545,1
2020-01-30,广西壮族自治区,防城港市,450600,19,3,2423,9,958,3,1586,2025,4926,7,0,1,0,68624,9079,59545,1
2020-01-30,广西壮族自治区,钦州市,450700,25,0,812,18,2423,10,4287,2025,4926,1,0,0,0,68624,9079,59545,1
2020-01-30,广西壮族自治区,玉林市,450900,47,7,1405,22,5199,9,4868,2025,4926,4,0,0,0,68624,9079,59545,1
2020-01-30,广西壮族自治区,百色市,451000,36,3,1071,17,3088,7,4038,2025,4926,2,0,0,0,68624,9079,59545,1
2020-01-30,广西壮族自治区,贺州市,451100,9,5,284,15,1328,5,2938,2025,4926,1,0,0,0,68624,9079,59545,1
2020-01-30,广西壮族自治区,河池市,451200,27,0,407,5,2197,0,2979,2025,4926,6,0,0,0,68624,9079,59545,1
2020-01-30,海南省,海口市,460100,386,0,11252,68,12440,20,14147,2460,934,9,0,0,0,68624,9079,59545,1
2020-01-30,海南省,三亚市,460200,65,0,1062,8,1936,1,2927,2460,934,14,0,0,0,68624,9079,59545,1
2020-01-30,海南省,儋州市,460400,24,0,143,1,618,1,1152,2460,934,5,0,0,0,68624,9079,59545,1
2020-01-30,重庆市,万州区,500101,60,0,289,2,2001,6,1317,2026,3102,28,0,0,0,68624,9079,59545,1
2020-01-30,重庆市,涪陵区,500102,132,0,335,2,1049,9,2293,2026,3102,1,0,0,0,68624,9079,59545,1
2020-01-30,重庆市,渝中区,500103,222,0,3027,12,4112,17,4564,2026,3102,5,0,0,0,68624,9079,59545,1
2020-01-30,重庆市,大渡口区,500104,92,0,516,3,1172,3,622,2026,3102,6,0,0,0,68624,9079,59545,1
2020-01-30,重庆市,江北区,500105,363,0,2435,10,4729,11,4474,2026,3102,8,0,0,0,68624,9079,59545,1
2020-01-30,重庆市,九龙坡区,500107,283,0,3451,47,0,15,6096,2026,3102,8,0,0,0,68624,9079,59545,1
2020-01-30,重庆市,南岸区,500108,297,0,2234,36,0,14,3720,2026,3102,3,0,0,0,68624,9079,59545,1
2020-01-30,重庆市,綦江区,500110,86,0,135,7,0,5,1546,2026,3102,4,0,0,0,68624,9079,59545,1
2020-01-30,重庆市,大足区,500111,59,0,130,3,0,2,1739,2026,3102,4,0,0,0,68624,9079,59545,1
2020-01-30,重庆市,渝北区,500112,600,0,3842,31,0,10,8826,2026,3102,10,0,0,0,68624,9079,59545,1
2020-01-30,重庆市,巴南区,500113,158,0,1006,30,2283,9,1547,2026,3102,1,0,0,0,68624,9079,59545,1
2020-01-30,重庆市,黔江区,500114,26,0,304,0,1202,1,737,2026,3102,2,0,0,0,68624,9079,59545,1
2020-01-30,重庆市,长寿区,500115,45,0,229,13,1051,12,5065,2026,3102,8,0,0,0,68624,9079,59545,1
2020-01-30,重庆市,江津区,500116,77,0,452,28,1623,11,897,2026,3102,3,0,0,0,68624,9079,59545,1
2020-01-30,重庆市,合川区,500117,39,0,370,8,1167,5,1430,2026,3102,6,0,0,0,68624,9079,59545,1
2020-01-30,重庆市,永川区,500118,126,0,279,11,1859,11,2491,2026,3102,3,0,0,0,68624,9079,59545,1
2020-01-30,重庆市,璧山区,500120,54,0,182,39,1024,4,922,2026,3102,6,0,0,0,68624,9079,59545,1
2020-01-30,重庆市,铜梁区,500151,45,0,152,4,1036,8,422,2026,3102,2,0,0,0,68624,9079,59545,1
2020-01-30,重庆市,潼南区,500152,36,0,68,3,917,0,452,2026,3102,2,0,0,0,68624,9079,59545,1
2020-01-30,重庆市,荣昌区,500153,29,0,254,4,1633,0,569,2026,3102,1,0,0,0,68624,9079,59545,1
2020-01-30,重庆市,开州区,500154,30,0,69,1,672,0,727,2026,3102,16,0,0,0,68624,9079,59545,1
2020-01-30,重庆市,梁平区,500155,57,0,55,3,521,0,738,2026,3102,2,0,0,0,68624,9079,59545,1
2020-01-30,重庆市,武隆区,500156,4,0,31,0,213,0,223,2026,3102,1,0,0,0,68624,9079,59545,1
2020-01-30,重庆市,城口县,500229,4,0,16,0,69,0,139,2026,3102,1,0,0,0,68624,9079,59545,1
2020-01-30,重庆市,丰都县,500230,28,0,68,1,445,0,913,2026,3102,3,0,0,0,68624,9079,59545,1
2020-01-30,重庆市,垫江县,500231,32,0,78,4,654,0,453,2026,3102,8,0,0,0,68624,9079,59545,1
2020-01-30,重庆市,忠县,500233,27,0,101,1,1015,0,542,2026,3102,12,0,0,0,68624,9079,59545,1
2020-01-30,重庆市,云阳县,500235,60,0,43,1,496,0,768,2026,3102,15,0,0,0,68624,9079,59545,1
2020-01-30,重庆市,奉节县,500236,16,0,68,1,279,0,939,2026,3102,5,0,0,0,68624,9079,59545,1
2020-01-30,重庆市,巫山县,500237,6,0,21,0,246,0,192,2026,3102,6,0,1,0,68624,9079,59545,1
2020-01-30,重庆市,巫溪县,500238,9,0,18,0,143,0,581,2026,3102,9,0,0,0,68624,9079,59545,1
2020-01-30,重庆市,石柱土家族自治县,500240,28,0,58,1,431,0,654,2026,3102,7,0,0,0,68624,9079,59545,1
2020-01-30,重庆市,秀山土家族苗族自治县,500241,24,0,316,1,544,0,392,2026,3102,1,0,0,0,68624,9079,59545,1
2020-01-30,四川省,成都市,510100,617,30,54853,0,97072,139,60263,3068,8341,69,0,0,0,68624,9079,59545,1
2020-01-30,四川省,自贡市,510300,44,1,711,10,3435,10,0,3068,8341,9,0,0,0,68624,9079,59545,1
2020-01-30,四川省,攀枝花市,510400,14,0,3175,0,2081,3,0,3068,8341,1,0,0,0,68624,9079,59545,1
2020-01-30,四川省,泸州市,510500,78,18,942,57,6421,14,0,3068,8341,5,0,0,0,68624,9079,59545,1
2020-01-30,四川省,德阳市,510600,85,6,1649,67,3976,30,0,3068,8341,7,0,0,0,68624,9079,59545,1
2020-01-30,四川省,绵阳市,510700,60,2,2103,0,7066,25,0,3068,8341,11,0,0,0,68624,9079,59545,1
2020-01-30,四川省,广元市,510800,6,1,511,0,2731,5,0,3068,8341,2,0,0,0,68624,9079,59545,1
2020-01-30,四川省,遂宁市,510900,14,1,683,0,2819,213,0,3068,8341,5,0,0,0,68624,9079,59545,1
2020-01-30,四川省,内江市,511000,31,2,716,0,3940,14,0,3068,8341,6,0,0,0,68624,9079,59545,1
2020-01-30,四川省,乐山市,511100,14,0,965,0,3192,7,4948,3068,8341,2,0,0,0,68624,9079,59545,1
2020-01-30,四川省,南充市,511300,24,3,1051,19,5223,15,4042,3068,8341,11,0,0,0,68624,9079,59545,1
2020-01-30,四川省,眉山市,511400,19,0,323,20,3257,28,0,3068,8341,2,0,0,0,68624,9079,59545,1
2020-01-30,四川省,宜宾市,511500,35,3,1249,0,4624,11,0,3068,8341,7,0,0,0,68624,9079,59545,1
2020-01-30,四川省,广安市,511600,18,5,603,17,2928,9,0,3068,8341,13,0,0,0,68624,9079,59545,1
2020-01-30,四川省,达州市,511700,34,1,972,3,5318,6,0,3068,8341,8,0,0,0,68624,9079,59545,1
2020-01-30,四川省,雅安市,511800,7,2,221,5,1430,1,0,3068,8341,3,0,0,0,68624,9079,59545,1
2020-01-30,四川省,巴中市,511900,8,1,334,4,2852,3,3619,3068,8341,5,0,0,0,68624,9079,59545,1
2020-01-30,四川省,资阳市,512000,11,3,521,5,2173,3,7335,3068,8341,2,0,0,0,68624,9079,59545,1
2020-01-30,四川省,阿坝藏族羌族自治州,513200,4,0,104,1,515,0,1155,3068,8341,1,0,0,0,68624,9079,59545,1
2020-01-30,四川省,甘孜藏族自治州,513300,1,0,50,0,350,0,628,3068,8341,5,0,0,0,68624,9079,59545,1
2020-01-30,四川省,凉山彝族自治州,513400,9,0,704,4,2096,1,3150,3068,8341,3,0,0,0,68624,9079,59545,1
2020-01-30,贵州省,贵阳市,520100,109,37,6634,117,15565,38,12324,2412,3600,1,0,1,0,68624,9079,59545,1
2020-01-30,贵州省,六盘水市,520200,22,0,319,3,1229,1,2591,2412,3600,4,0,0,0,68624,9079,59545,1
2020-01-30,贵州省,遵义市,520300,56,6,901,14,4446,6,5274,2412,3600,1,0,0,0,68624,9079,59545,1
2020-01-30,贵州省,毕节市,520500,32,6,1617,15,2406,2,5705,2412,3600,1,0,0,0,68624,9079,59545,1
2020-01-30,贵州省,铜仁市,520600,29,6,264,22,1681,1,2720,2412,3600,2,0,0,0,68624,9079,59545,1
2020-01-30,贵州省,黔西南布依族苗族自治州,522300,12,3,335,9,1492,4,2853,2412,3600,1,0,0,0,68624,9079,59545,1
2020-01-30,贵州省,黔东南苗族侗族自治州,522600,26,4,450,6,2483,6,4222,2412,3600,1,0,0,0,68624,9079,59545,1
2020-01-30,贵州省,黔南布依族苗族自治州,522700,52,4,548,17,2423,11,3891,2412,3600,4,0,0,0,68624,9079,59545,1
2020-01-30,云南省,昆明市,530100,140,10,8603,147,17189,88,16260,3021,4830,24,0,0,0,68624,9079,59545,1
2020-01-30,云南省,曲靖市,530300,23,1,618,15,3815,2,5369,3021,4830,5,0,0,0,68624,9079,59545,1
2020-01-30,云南省,玉溪市,530400,45,1,769,10,2168,8,8100,3021,4830,6,0,0,0,68624,9079,59545,1
2020-01-30,云南省,保山市,530500,3,0,727,5,2136,0,3791,3021,4830,6,0,0,0,68624,9079,59545,1
2020-01-30,云南省,昭通市,530600,5,1,241,4,1780,4,2994,3021,4830,4,0,0,0,68624,9079,59545,1
2020-01-30,云南省,丽江市,530700,3,0,147,2,806,0,1152,3021,4830,6,0,0,0,68624,9079,59545,1
2020-01-30,云南省,普洱市,530800,3,0,269,6,1727,0,2542,3021,4830,4,0,0,0,68624,9079,59545,1
2020-01-30,云南省,红河哈尼族彝族自治州,532500,30,1,1019,7,3072,12,4907,3021,4830,4,0,0,0,68624,9079,59545,1
2020-01-30,云南省,西双版纳傣族自治州,532800,1,0,353,3,1426,0,1763,3021,4830,12,0,0,0,68624,9079,59545,1
2020-01-30,云南省,大理白族自治州,532900,7,0,337,26,2205,0,2999,3021,4830,6,0,0,0,68624,9079,59545,1
2020-01-30,云南省,德宏傣族景颇族自治州,533100,30,0,951,0,934,5,1282,3021,4830,3,0,0,0,68624,9079,59545,1
2020-01-30,西藏自治区,拉萨市,540100,26,0,893,32,2404,5,2197,1750,344,1,0,0,0,68624,9079,59545,1
2020-01-30,陕西省,西安市,610100,2498,0,19609,380,54638,177,84477,4450,3864,32,0,0,0,68624,9079,59545,1
2020-01-30,陕西省,铜川市,610200,7,0,259,3,795,4,3413,4450,3864,5,0,0,0,68624,9079,59545,1
2020-01-30,陕西省,宝鸡市,610300,67,0,1377,103,3760,26,10859,4450,3864,4,0,0,0,68624,9079,59545,1
2020-01-30,陕西省,咸阳市,610400,68,0,1490,71,4265,43,12371,4450,3864,6,0,0,0,68624,9079,59545,1
2020-01-30,陕西省,渭南市,610500,34,0,749,53,4010,22,7744,4450,3864,5,0,0,0,68624,9079,59545,1
2020-01-30,陕西省,延安市,610600,14,0,670,5,1843,205,3633,4450,3864,7,0,0,0,68624,9079,59545,1
2020-01-30,陕西省,汉中市,610700,23,0,383,16,2560,10,5387,4450,3864,11,0,0,0,68624,9079,59545,1
2020-01-30,陕西省,榆林市,610800,36,0,1689,8,3552,167,9725,4450,3864,1,0,0,0,68624,9079,59545,1
2020-01-30,陕西省,安康市,610900,26,0,373,12,2147,5,3723,4450,3864,13,0,0,0,68624,9079,59545,1
2020-01-30,陕西省,商洛市,611000,11,1,149,7,1016,4,2457,4450,3864,2,0,0,0,68624,9079,59545,1
2020-01-30,甘肃省,兰州市,620100,182,0,5292,92,9308,57,10090,3237,2637,15,0,0,0,68624,9079,59545,1
2020-01-30,甘肃省,金昌市,620300,9,0,340,3,531,4,1619,3237,2637,1,0,0,0,68624,9079,59545,1
2020-01-30,甘肃省,白银市,620400,173,0,1750,9,1354,5,10842,3237,2637,1,0,0,0,68624,9079,59545,1
2020-01-30,甘肃省,天水市,620500,60,0,383,14,1640,2,3403,3237,2637,2,0,0,0,68624,9079,59545,1
2020-01-30,甘肃省,张掖市,620700,17,0,490,17,1644,4,8344,3237,2637,2,0,0,0,68624,9079,59545,1
2020-01-30,甘肃省,平凉市,620800,24,0,504,11,1188,7,3235,3237,2637,1,0,0,0,68624,9079,59545,1
2020-01-30,甘肃省,定西市,621100,25,0,368,11,1285,4,3397,3237,2637,2,0,0,0,68624,9079,59545,1
2020-01-30,甘肃省,陇南市,621200,47,0,335,7,901,2,1902,3237,2637,3,0,0,0,68624,9079,59545,1
2020-01-30,甘肃省,临夏回族自治州,622900,13,0,194,12,933,2,2182,3237,2637,2,0,0,0,68624,9079,59545,1
